Q11,五菱汽车,五菱之光,五菱之光 6376nf ， 装 铁将军 防盗器 ， 五线 马达 白 褐 两根 信号线 接到 地方 去 ？ 想 实现 一控三 马达,技师说 主 驾驶 控制 三个 车门 ？ 遥控器 ？ 这种 情况 ， 防盗 主机 ， 中控 主机 都 全部 接好 才 。 车主说 那白 褐 两根 线 接到 车主说 不能 提供 技师说 说 白 白 黑 两个 线 。 现在 连接 触发 ？ 接正 触发 ， 正负 触发 ， 只用 防盗 主机 ， 付负 触发 车主说 无论是 遥控器 起步 刹车 ， 四个 马达 都 使用 ， 正负 触发 。 不能 用主 驾驶 控 三个 门 ， 不 知道 主 驾驶 门 马达 白 ， 褐 两根 信号线 接到 地方 去 ， 百度 上 说 接到 中控 盒 ， ？ 中控 盒 技师说 用主 驾驶 无线电 机 ， 才 用到 两个 县 ， 接到 中控 盒 ， 遥控器 ， 防盗 主机 ， 收到 信号 控制 中控 盒 中控 控制 主 驾驶 电机 ， 控制 四个 门锁 动作 。 技师说 技师说 ， 连接 ， 正负 触发 四个 车门 电机 直接 上 ， 两个 线 ， 绿色 蓝色 。 车主说 绿蓝 两线 接到 防盗器 白 ， 白黑 二线 上 ， 驾驶 门 马达 上 白 ， 褐 两根 信号线 ， 接 才能 一控三 ， 车主说 目的 想 实现 一控三 技师说 必须 连接 ， 中控 主机 才 控制 。 没有 购买 一整套 ， 东西 ？ 叫做 中空 防盗 ， 一块儿 。 目前 连接 防盗器 ， 没有 中控 盒 。 车主说 车主说 买 ， 两个 两线 马达 ， 两个 五线 马达 ， 不 车主说 车主说 这是 接线图 技师说 缺 中控 盒 ， 没有 车主说 ， 盒子 单独 买 技师说 ， ， 正常 都 一整套 东西 。 车主说 单独 买 需要 对频 车主说 研究 好 几天 ， 红线 保险丝 都 烧 俩 技师说 不 需要 ， 相当于 继电器 。 直接 线路 安装 好 ， 东西 安装 比较简单 ， 都 最 简单 ， 控制电路 。 车主说 ， 谢谢 技师说 不客气 ！ 祝您 用车 愉快 ！ 车主说 再次 感谢 技师说 谢谢 打赏 已 收到 ！ 技师说 点击 头像 下方 ， 关注 疑问 ， 随时 解答 车主说 好,实现 一控三 马达 ， 必须 主驾 ， 接个 五星 电极 ， 增加 防盗 主机 ， 中控 主机 ， 全部 连接起来 以后 ， 接负 触发 控制 。
Q12,丰田,花冠,丰田 花冠 行驶 十万 公里 皮带 要换,技师说 正 时 皮带 ， 这种 车型 最 10 万公里 ， 最好 更换 一次 。 皮带 时间 长 会 出现 老化 ， 出现 断裂 ， 会 损坏 发动机 ， 造成 车辆 抛锚 。 技师说 发电机 皮带 都 需要 检查一下 ， 最 6 8 万公里 。 需要 ， 检查 ， 更换 新件 。,现在 公里 数 ， 最好 检查一下 皮带 ， 应该 老化 现象 ， 皮带 。 寿命 8 10 万公里 。 建议 最好 更换 一下 。
Q13,福特,新世代全顺,大师 好 ！ 新 时代 全顺 ， 中 门板 手 钱 ？ 右门 玻璃 升降 开关 钱 ？,技师说 拉手 价格 60 元 ， 开关 60 元 ， 拿货 价格,拉手 升降 开关 价格 120 左右 ， 进货价格
Q14,本田,飞度,发动机 工作 状态 踩 离合 感觉 有点 震脚 沙子 ， 是不是 分离 轴承 问题 。 车速 达到 120 左右 感觉 车抖 ， 是不是 半轴 问题 。,技师说 离合器 发出声音 ， 完全 分离 轴承 ， 发出 声音 。 车身 抖动 ， 传动轴 关系 ， 检查 四个 轮胎 ， 轮胎 变形 严重 ， 轮毂 ， 轻微 变形 ， 都 会 出现 这种 情况 ， 都 些 做 轮胎 动平衡 。 车主说 离合器 没 听到 声音 ， 感觉 沙子 轻微 震脚 ， 车主说 轮毂 新换 ， 刚 做 动平衡 技师说 这种 情况 都 分离 轴承 过来 声音 。 轮胎 检查 确定 没 问题 ， 轮胎 会 影响 抖动 ， 轮胎 时间 长 ， 花纹 会 出现 高低不平 情况 ， 变形 情况 。 半轴 几率 非常 小 。 建议 找 同样 车型 更换 轮胎 试一下 。 车主说 速度 越快 抖 越 严重 车主说 新车 赔 技师说 四轮 定位 动平衡 都 做 ， 都 没 问题 ？ ， 先 检查 轮胎 ， 半轴 ， 问题 ， 只能 做 ， 替换 实验 。 先 轮胎 问题 排除 。 轮胎 变形 这种 情况 出现 ， 车身 抖动 遇到 很多 。 车主说 这种 情况 技师说 去 4s店 ， 他会 免费 解决 ， 轮胎 都 保修 一年 。 免费 处理 车主说 我换 轮毂 车主说 Te37 技师说 没换 轮毂 之前 没 出现 抖动 问题 ？ 车主说 没有 ， 我换 完 之后 做 完 动平衡 ， 跑 高速 没有 症状 ， 车主说 涉水 之后 车主说 我怕 进水 ， 变速箱 油 机油 都 换 车主说 其实 根本 没有 进水 ， 车主说 进水 空调 泵头 进水 ， 车主说 之后 毛病 技师说 意思 水路 以后 ， 出现 这种 情况 ？ 进水 重要 离合器 传动轴 不 发生 碰撞 ， 不会 引起 技师说 确定 车身 抖动 发动机 引起 。 车主说 说 不好 ， 高速 越开 约 抖 车主说 离合器 轻微 都 动 沙子 ， 分离 轴承 进水 导致 车主说 不 没 一脚 都 ， 发动机 转数 越高越 明显 ， 完 有时候 还 没有 技师说 ， 响声 肯定 进水 很大 关系 。 肯定 会信 ， 感觉 ， 分离 轴承 响声 。 抖动 ， 怀疑 半轴 问题 ， 试车 ， 试 完车 以后 找 相同 车装 上 试一下 ， ， 传动轴 ， 眼睛 看不出来 ， 变形 ， 正常 都 ， 处理 。 车主说 4s店 索赔 ， 分离 轴承 车主说 说 没 毛病 技师说 保修 时间 ， 车型 不 ， 保修 时间 不 ， 都 保修 三年 6 万公里 ， 确定 质量 问题 ， 肯定 索赔 技师说 试一下 ， 试 驾车 型 同样 车型 知道 。 车主说 我试 朋友 我俩 车 车主说 没有 技师说 肯定 出现 问题 。 车主说 还 说 矫情 ， 说 开 行 车主说 分离 轴承 进水 ， 技师说 说明 4s店 只干 挣钱 活 ， 不 挣钱 ， 不想 维修 ， ， 厂家 打电话 投诉 说 问题 ， 会 及时处理 。 车主说 不是 密封 技师说 分离 轴承 ， 中间 间隙 ， 水泡 ， 肯定 会 容易 进水 。 技师说 安装 变速器 壳 里面 ， 水太深 ， 会 缝隙 进去 。 车主说 车主说 车主说 车主说 技师说 技师说 技师说 车主说 技师说 看到 空调 泵 进水 ， 造成 生锈 轴承 损坏 。 拆下来 分离 轴承 上面 这种 情况 ， 都 进水 造成 。 车主说 车主说 车主说 车主说 技师说 车主说 技师说 技师说 车主说 车主说 车主说 技师说 技师说 车主说 车主说 车主说 技师说 技师说 车主说 车主说 技师说 车主说 要换 三件套 必须 更换 车主说 不 更换 投诉 技师说 。 不 更换 ， 离合器 压盘 上面 磨 应急 不 。 使用 起来 ， 还 没有 旧 好 。 车主说 谢谢 ， 确定 问题 车主说 必须 要求 更换 技师说 说 这种 情况 ， 肯定 问题 ， 正常 踩下去 没有 声音 。 ， 问题 肯定 处理 ， 不 影响 驾驶 心情 。 技师说 不客气 ！ 祝您 用车 愉快 ！ 车主说 踩下去 没有 声音 震脚 感觉 不 舒畅 车主说 顺畅 车主说 踩 车主说 离合器 片 不平 yaoqiu 更换 车主说 要求 车主说 车主说 技师说 肯定 一块 更换 ， 4s店 处理 ， 不想 再 重新 拆装 一次 。 技师说 点击 头像 下方 ， 关注 疑问 ， 随时 解答 车主说 谢谢 已经 关注 技师说 好 车主说 早上 试圈车 车主说 空挡 ， 油门 2 千多 转 踩 离合器 稍微 抖动 车主说 转数 越高 抖动 越 明显 技师说 踏板 上能 明显 感觉 震动 感觉 。 车主说 技师说 这种 情况 明显 分离 轴承 发出 声音 转速 高 以后 ， 轴承 运转 不 平稳 ， 出现 声音,踩 离合器 出现 离合器 踏板 ， 震动 ， 都 分离 轴承 问题 ， 需要 检查 抖动 ， 轮胎 ， 传动系统 。 半轴 很大 关系 ， 需要 做 替换 实验 。
Q15,奇瑞,瑞虎5,， 想 咨询 一下 奇瑞 瑞虎5 8 位 安全码 ， ， PIN 安全码 ， ， 谢谢,技师说 只能 去 4s店 ， 提供 有效证件 ， 厂家 查询 车主说,安全码 只能 去 售后服务 站 ， 提供 有效证件 厂家 获取
Q16,日产,天籁,最近 几天 后视镜 eco 图标 亮 听说 节能 模式 车上 没有 功能 请问 原因 关闭,技师说 节油 模式 ， 没有 单独 开关 技师说 图标 都 仪表盘 上 出现 车主说 会 后视镜 车主说 灯亮了 代表 车主说 模式 下 是不是 车会 比较 肉 ？ 技师说 技师说 省油 模式 车主说 车不肉 技师说 爱车 做过 积炭 清洗 车主说 没 做 技师说 建议 清洗 节气门 积炭 ， 喷油嘴 积炭 车主说 买 二手车 技师说 检查 火花塞 ， 不行 换掉 技师说 需要 做 积炭 清洗 换 火花塞 车主说 火花塞 换 车主说 换 没 多长时间 技师说 需要 做 积炭 清洗 车主说 意思 做个 积碳 清洗 没有 模式 车主说 ？ ？ ？ 技师说 不是 技师说 汽油 滤芯 换过 车主说 不 知道 保养 不 知道 换 没换 车主说 感觉 车 比较 肉 车主说 动力 好点 车主说 方向盘 感觉 有时候 重 车主说 我该 弄弄 帮 想想 办法 技师说 清洗 积炭 换 火花塞 技师说 液压 助力 转向 系统 ， 建议 换 助力 油,eco 燃油 经济 模式 ， 开启 功能 比较 节油 。 车型 单独 关闭 开关 ， 部分 车型 没有 开关 。 建议 爱车 做 积炭 清洗 换 汽油 滤芯
Q17,铃木,羚羊,长安 铃木 起步 熄火 . 刹车 熄火 处理,技师说 你好 ！ 检查 下 车子 节气门 怠速阀 是否 有脏 ， 清洗 干净 节气门 怠速阀 后 重新 匹配 节气门 试试 ， 希望 帮到 ！ 车主说 请问 维修 . 估计 钱 技师说 你好 ！ 大型 修理厂 车子 品牌 4S店 都 检查 维修 ， 价格 需要 检查 车子 故障 原因 才能 知道 需要 钱,你好 ！ 车子 故障 现象 需要 检查 下 节气门 怠速阀 是否 脏 ， 脏 ， 清洗 干净 节气门 怠速阀 后 匹配 节气门 ， 希望 帮到 ！
Q18,现代,名图,请问 电动 座椅 已调 最低 ， 觉得 高 人工 降低 高度 ！,技师说 电动 座椅 ， 只能 开关 调整 ， 控制 电机 ， 调整 支架 调整 ， 人工 没法 做 调整 ， 人工 做 调整 ， 电机 ， 没法 正常 控制 。 会 出现 故障 。 车主说 1.73 身高 调到 最 低头 会顶 天窗 ， 想着 不能 处理 下 技师说 看 车座 坐垫 厚度 是不是 比较 大 。 坐直 不能 里面 坐 太直 ， 一定 ， 稍微 向下 一点 ， 靠背 后 移动 一点 。 1 米 77 开 现代 瑞纳 ， 座椅 ， 调整 不了 没 问题 。 说 这款 车 驾驶 ， 没有 遇到 ， 说 ， 这种 情况,座椅 高度 ， 电动 调节 ， 电机 控制 ， 人工 不 能够 调节 。 这种 情况 ， 检查一下 坐垫 儿 厚度 是不是 太厚 ， 靠背 稍微 往后 放 点 ， 这样的话 不会 头顶 挨着 顶
Q19,宝马,宝马5系,宝马车 方法 知道 具体位置 ？ 喝酒 喝多 车子 不 知道 停 ？,技师说 你好 ！ 钥匙 遥控 按键 解锁 键 寻车键 看看 车子 双闪 灯 闪烁 报警 查看 车子 位置 ， 参考 下 ， 希望 帮到 ！ 车主说 简单 事情 还 问 ？ 车主说 不 知道 开 到哪去 车主说 要个 具体 方向 技师说 车子 安装 GPS 定位 打电话 GPS 公司 平台 查看 车子 位置 车主说 应该 安装 车主说 具体 操作 ？ 技师说 车子 安装 GPS 定位 功能 拔 GPS 公司 电话 查找 车子 具体位置 再 告诉 车主说 电话号码 ？ 车主说 发给 一下 ？ 技师说 你好 ！ 车子 安装 GPS 全球卫星 定位 时 会 留有 公司 号码 车主 客户 ， 看看 通讯录 是否 号码 车主说 好像 没有 车主说 家 车 好像 不是 安装 GPS ！ 车子 本来 车主说 导航 一起 好像 技师说 您好 ！ 车子 原车 自带 GPS 定位 功能 ， 打电话 购买 车子 售后服务 看看 是否 查找 车子 位置 车主说 好,你好 ！ 车子 安装 GPS 全球 定位 功能 咨询 下 4S店 售后服务 查询 车子 位置 ， 参考 下 ， 希望 帮到 ！
Q20,长城,长城M2,换 长城M2 发动机 钱,技师说 换 新 价格 750 0 . 左右,全新 突机 价格 750 0 左右 ， 进价
Q21,现代,瑞纳,请问 大师 现代 瑞纳 加 美国 狼头 机油 ？ 5W30 ， 狼头 机油 好 ？,技师说 机油 级别 车型 来说 肯定 没有 问题 ， 品牌 ， 市场 上 还 真 不多见 ， 机油 质量 没 问题 正品 ， 都 使用 。,机油 市面上 目前 使用 量 比较 少 ， 正品 ， 级别 ， 车 来说 完全 正常 使用 。
Q22,雪佛兰,探界者,凌度 行车 记录仪 河源 安装 点,技师说 没有 具体 安装 点 ， 修理店 都 ， 价格 60 . 左右,没有 ， 直接 去 修理店 安装 价格 60 80 . 之间
Q23,荣威,荣威350,荣威350 ， 10 年 车 ， 现在 行驶 过程 中 听到 发动机 汽门 响声 ， 是否 影响 行驶 ， 好 维修 ?,技师说 气门 声音 时间 长 以后 会 间隙 正常 磨损 会 发出 声音 ， 更换 机油 质量 问题 ， 会 出现 声音 ， 目前 加速 行驶 ， 一切正常 ， 不会 受到 影响 。 车主说 加速 行驶 一切正常 ， 明白 ， 谢谢 大师 。 技师说 正常 使用 ， 没有 必要 花费 ， 维修 。 不客气 ！ 祝您 用车 愉快 ！ 车主说 谢谢 ！,车辆 长时间 运行 ， 使用 过程 中 会 出现 正常 磨损 ， 会 造成 气门 间隙 增大 ， 机油 质量 不好 ， 会 出现 问题 ， 现在 车辆 提速 加速 一切正常 ， 暂时 不用 维修 。
Q24,现代,瑞纳,13 年 瑞纳 现在 噪音 大 ， 低速 挡 怠速 不稳 ， 积碳 好像 ， 处理,技师说 噪音 大是 发动机 发出 ， 行驶 起来 噪音 大 车型 轮胎 ， 质量 比较 不好 ， 容易 变形 ， 发出 噪音 。 技师说 怠速 不 稳定 ， 清洗 一下 节气门 体 ， 做个 匹配 ， 检查一下 火花塞 ， 点火 情况 ， 车辆 现在 行驶 公里 。 车主说 68000 公里 ， 车主说 好像 车轮 ， 去年 换 邓禄普 ， 去年 没有 莫大 声音 技师说 。 更换 轮胎 行驶 公里 ？ 车 普遍 ， 轮胎 都 会 噪音 ， 轮胎 ， 正常 行驶 起来 气 不能 太高 ， 太高 会 发出 噪音 。 车主说 跑啦 100 00 技师说 。 说 这种 情况 轮胎 噪音 多一点 ， 检查一下 轮胎 ， 滑轮 有没有 偏磨 现象 有没有 出现 ， 磨得 高低不平 情况 ？ 车主说 之前 锦湖 车主说 滑轮 技师说 锦湖 轮胎 以前 普遍 都 问题 。 后来 好多 车型 都 更换 ， 邓禄普 ， 轮胎 相对来说 噪音 比较 小 。 技师说 这是 龙胎 ， 表面 花纹 。 车主说 才 一年 问题 技师说 说 不准 ， 原车 轮胎 ， 将近 一年 时间 出现 变形 情况 ， 行驶 路况 关系 ， 说 噪音 大 ， 行驶 起来 声音 ， 肯定 轮胎 问题 轴承 问题 ， 先 轴承 问题 排除 ， ， 轮胎 问题 。 这种 车 尤其 前轮 轴承 容易 发出声音 ， 检查一下 。 车主说 好 技师说 先 检查 ， 问题 ， 只能 ， 一项 一项 排除,噪音 大 ， 行驶 起来 出现 问题 ， 先 检查 轮胎 轴承 是不是 出现 印象 ， 轴承 没 问题 ， 轮胎 发出 声音 。 清洗 积炭 主要 清洗 节气门 体 ， 进气 系统 ， 发动机 燃烧室 ， ， 燃油 系统 喷油嘴 ， 都 专用 清洗剂 ， 定期 做 保养 清洗 。
